userName,content,score,at,appVersion,text,label,sentiment
MAKTABAH ANAK SHOLEH,Sangat membantu,0.9994805455207825,2022-04-05 02:15:30,4.27.2,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
fita cahya,Bagus,0.9998444318771362,2021-11-17 09:39:30,4.27.2,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Dwi Rahmanto,SAYA PAKAI GOPAYLATER SUDAH TIDAK ADA TAGIHAN KENAPA MASIH KELUAR TAGIHAN TERUS  PIHAK GOJEK GIMANA SIH UDAH TIAP HARI LAPORAN MASIH SAJA BEGITU APLIKASI GAK JELAS INI LAMALAMA,0.9994705319404602,2021-11-17 09:33:16,4.27.2,"Translated(src=id, dest=en, text=b'I USED GOPAYLATER, THERE WAS NO BILLING, WHY THE BILLING WAS STILL OUT OF THE BILLING, WHAT DOES GOJEK DO? THE REPORTS ARE STILL EVERY DAY, THE APPLICATION IS NOT CLEAR, IT'S TAKING A LONG TIME', pronunciation=b'I USED GOPAYLATER, THERE WAS NO BILLING, WHY THE BILLING WAS STILL OUT OF THE BILLING, WHAT DOES GOJEK DO? THE REPORTS ARE STILL EVERY DAY, THE APPLICATION IS NOT CLEAR, IT'S TAKING A LONG TIME', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994705319404602}]"
Apin Lopuo,Mantap sangat membantu,0.999738872051239,2021-11-30 14:21:06,4.27.2,"Translated(src=id, dest=en, text=b'Great, very helpful', pronunciation=b'Great, very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999738872051239}]"
Norma Lisa,Bagus uang saya nggak hilang kok awalnya saya takut uang saya hilang disinidan banyak cashback nyasering2 ada cashback nya ya untuk voucher token sama pulsaterimah kasih,0.9924433827400208,2022-02-22 02:49:59,4.27.2,"Translated(src=id, dest=en, text=b'It's good that I didn't lose my money, at first I was afraid that my money would be lost here and there are lots of cashbacks, there are often cashbacks for token vouchers and credit, thank you', pronunciation=b'It's good that I didn't lose my money, at first I was afraid that my money would be lost here and there are lots of cashbacks, there are often cashbacks for token vouchers and credit, thank you', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9924433827400208}]"
Iant Pattiruhu,Sangat membatu,0.9525086283683777,2022-03-23 02:07:27,4.27.2,"Translated(src=id, dest=en, text=b'Very petrified', pronunciation=b'Very petrified', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9525086283683777}]"
Taufhikrg 07,Udah make gojek lama tp semenjak vocer gofood ga bisa di gabung maka sy ucapkan selamat tinggal gojek pindah ke lapak sebelah,0.9953912496566772,2022-11-10 03:02:13,4.27.2,"Translated(src=id, dest=en, text=b'I've been using Gojek for a long time but since Gofood vouchers can't be combined, I said goodbye to Gojek and moved to the next stall', pronunciation=b'I've been using Gojek for a long time but since Gofood vouchers can't be combined, I said goodbye to Gojek and moved to the next stall', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9953912496566772}]"
Qina'ah Rahmat,Update terus Memo sy jdi penuh ,0.9883025288581848,2022-03-04 08:33:33,4.27.2,"Translated(src=id, dest=en, text=Keep updating my memos so they are full', pronunciation=Keep updating my memos so they are full', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9883025288581848}]"
Sri Hartini,Goblok bngt nih gojek di tlf cs ny udh kya kesambet setan unlike gojek tolol,0.9996378421783447,2021-12-03 07:47:51,4.27.2,"Translated(src=id, dest=en, text=b'You're so stupid, Gojek on the CS phone already looks like it's been attacked by the devil, unlike stupid Gojek', pronunciation=b'You're so stupid, Gojek on the CS phone already looks like it's been attacked by the devil, unlike stupid Gojek', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996378421783447}]"
denbagus sam,Sangat membantu sekali,0.9994805455207825,2021-11-13 11:38:27,4.27.2,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
satri ani,Jengkel sih dengan gojek padahal suda lapor tapi masih aja terdeteksi penggunaan tdk biasa tolong dong perbaiki,0.947320282459259,2021-11-13 11:30:43,4.27.2,"Translated(src=id, dest=en, text=I'm annoyed with Gojek even though I've reported it but it still detects unusual use, please fix it', pronunciation=I'm annoyed with Gojek even though I've reported it but it still detects unusual use, please fix it', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.947320282459259}]"
Metro Evendi,Good,0.9998444318771362,2022-02-19 12:37:19,4.27.2,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
ali shobirin,Dompet gopay di blokirsaldonya gak di kembalikan dulu,0.9985405206680298,2021-11-13 10:41:50,4.27.2,"Translated(src=id, dest=en, text=b'Gopay wallet was blocked, the balance was not returned first', pronunciation=b'Gopay wallet was blocked, the balance was not returned first', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9985405206680298}]"
NIKMATUL HIKMAH,Ramah dan nyaman,0.9998612403869629,2022-02-22 02:55:20,4.27.2,"Translated(src=id, dest=en, text=b'Friendly and comfortable', pronunciation=b'Friendly and comfortable', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998612403869629}]"
Forza Juve,Sangat membantu,0.9994805455207825,2022-09-09 01:02:14,4.27.2,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
Rahman Zarkasi,Mantap gojek,0.9996232986450195,2021-11-13 10:55:43,4.27.2,"Translated(src=id, dest=en, text=b'Great Gojek', pronunciation=b'Great Gojek', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996232986450195}]"
ita sari,Masa ia aplikasi bisa error terus kepesan gofood sendiri mana cancel gak bisa pembayaran kepotong otomatis Jelek,0.9986327290534973,2021-11-17 07:11:05,4.27.2,"Translated(src=id, dest=en, text=b'How can the application error and then order Gofood itself, where can cancel, can't get payment automatically deducted? Bad', pronunciation=b'How can the application error and then order Gofood itself, where can cancel, can't get payment automatically deducted? Bad', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9986327290534973}]"
Ahmad Zainal,Gojek menjadi salahsatu alternatif dalam mengatasi kemacetan di kota Makassar,0.9946616291999817,2022-02-03 09:36:41,4.27.2,"Translated(src=id, dest=en, text=b'Gojek is an alternative to overcome traffic jams in the city of Makassar', pronunciation=b'Gojek is an alternative to overcome traffic jams in the city of Makassar', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9946616291999817}]"
Ranty Alfajriati,Mantapppp,0.5244816541671753,2021-12-30 14:10:12,4.27.2,"Translated(src=id, dest=en, text=b'Greatpppp', pronunciation=b'Greatpppp', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5244816541671753}]"
Rus Flash,Oke bangat sangat terbantu,0.999652624130249,2021-11-30 14:05:24,4.27.2,"Translated(src=id, dest=en, text=b'Okay, that's really helpful', pronunciation=b'Okay, that's really helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999652624130249}]"
Heri Rianto,  ,0.9129438400268555,2021-11-30 16:36:47,4.27.2,"Translated(src=id, dest=en, text=b' ', pronunciation=b' ', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9129438400268555}]"
free fire {L•G•R}rahel,Abangnya ramah,0.9991193413734436,2021-11-13 12:48:24,4.27.2,"Translated(src=id, dest=en, text=b'His brother is friendly', pronunciation=b'His brother is friendly', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991193413734436}]"
hanif aditya,Promo datang lah ke akun saya,0.9782548546791077,2021-12-03 10:02:58,4.27.2,"Translated(src=id, dest=en, text=b'Promo comes to my account', pronunciation=b'Promo comes to my account', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9782548546791077}]"
dedi edi,Ok,0.9989097118377686,2023-05-31 21:45:26,4.27.2,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
sultan firmansyah,Bagus sekali,0.9998596906661987,2022-02-22 06:05:25,4.27.2,"Translated(src=id, dest=en, text=b'Very good', pronunciation=b'Very good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998596906661987}]"
Dani official,Bagus sekali apk buruan download,0.9981046915054321,2021-11-17 03:54:38,4.27.2,"Translated(src=id, dest=en, text=b'Very good apk, hurry up and download it', pronunciation=b'Very good apk, hurry up and download it', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9981046915054321}]"
Herlina Mufidah,Sangat membantu,0.9994805455207825,2021-11-30 13:32:27,4.27.2,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
M Nurul Fazri,Lumayan,0.9993463158607483,2022-05-18 00:52:22,4.27.2,"Translated(src=id, dest=en, text=b'Not bad', pronunciation=b'Not bad', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9993463158607483}]"
Ghani Mubaarak,Sangat membantu,0.9994805455207825,2022-08-02 07:46:00,4.27.2,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
Eka Kartika,Bagusss,0.9998444318771362,2022-02-22 06:01:49,4.27.2,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Fitri Fanani,Saya menuliskan aduan ttg akun gojek istri saya yg bermaslah koq di jawab by email terussudah di tulis kronologis nya muter2 di situ2 jugaemang ga ada cs yg respon ya ,0.999433696269989,2022-05-18 09:06:48,4.27.2,"Translated(src=id, dest=en, text=I wrote a complaint about my wife's Gojek account having problems, but it was answered via email and the chronology was written down there and there was no CS to respond, right?, pronunciation=I wrote a complaint about my wife's Gojek account having problems, but it was answered via email and the chronology was written down there and there was no CS to respond, right?, extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.999433696269989}]"
Megan Beviana,Good udh dr 2016 Pake Gojek ,0.9996349811553955,2021-12-30 16:21:54,4.27.2,"Translated(src=id, dest=en, text=b'Good since 2016 using Gojek', pronunciation=b'Good since 2016 using Gojek', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996349811553955}]"
Wendy Pranata,Promonya mana kok pilih kasih sih,0.7135851979255676,2022-01-28 13:15:54,4.27.2,"Translated(src=id, dest=en, text=b'Which promotion do you choose?, pronunciation=b'Which promotion do you choose?, extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7135851979255676}]"
Yudi Hartono,Siippp,0.9097980260848999,2021-12-30 15:26:22,4.27.2,"Translated(src=id, dest=en, text=b'Siippp', pronunciation=b'Siippp', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9097980260848999}]"
Reny Fatmawati,Aman,0.9943283200263977,2022-02-19 11:28:59,4.27.2,"Translated(src=id, dest=en, text=b'Safe', pronunciation=b'Safe', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9943283200263977}]"
ahmad ari Widiyanto (Crystal logam),Good job topp markotop,0.9996100068092346,2021-11-30 13:45:07,4.27.2,"Translated(src=id, dest=en, text=Good job top markotop', pronunciation=Good job top markotop', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996100068092346}]"
Supardi Bachtiar,bGus tapi mahal,0.9780778884887695,2022-02-22 00:54:19,4.27.2,"Translated(src=id, dest=en, text=b'bGus but expensive', pronunciation=b'bGus but expensive', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9780778884887695}]"
PAMS,Semakin ga jelas buat laporan malah di closed tiketnya padahal Anak sultan katanya yg dpt prioritas dan voucher club 100 jga ga msk lgi parah udh ga sesuai janji,0.9987761378288269,2022-03-07 00:01:45,4.27.2,"Translated(src=id, dest=en, text=b'It's becoming increasingly unclear when making a report, the tickets are even closed, even though the Sultan's son is said to be the one who gets priority and the 100 club voucher doesn't come, it's getting worse, it's not as promised', pronunciation=b'It's becoming increasingly unclear when making a report, the tickets are even closed, even though the Sultan's son is said to be the one who gets priority and the 100 club voucher doesn't come, it's getting worse, it's not as promised', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9987761378288269}]"
Syae Pudin,Mudah aman dan cepisien,0.9994552731513977,2021-11-13 09:50:33,4.27.2,"Translated(src=id, dest=en, text=b'Easy, safe and efficient', pronunciation=b'Easy, safe and efficient', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994552731513977}]"
Agustinus Suherman,Bagus dalam pelayanan,0.9997798800468445,2022-04-25 14:02:04,4.27.2,"Translated(src=id, dest=en, text=b'Good in service', pronunciation=b'Good in service', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997798800468445}]"
Elsa Intan Septiana,Semoga makin banyak kasih voucher diskon wkwk,0.9914876222610474,2021-11-13 12:48:43,4.27.2,"Translated(src=id, dest=en, text=b'Hopefully there will be more discount vouchers hahaha', pronunciation=b'Hopefully there will be more discount vouchers hahaha', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9914876222610474}]"
Santi Chandra,ok aja,0.9994606375694275,2022-02-19 09:50:51,4.27.2,"Translated(src=id, dest=en, text=just b'ok', pronunciation=just b'ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994606375694275}]"
Muhammad Haidar Fadhilah,Driver nya pada baik loh,0.9998127818107605,2021-11-30 11:34:08,4.27.2,"Translated(src=id, dest=en, text=b'The driver is good, you know', pronunciation=b'The driver is good, you know', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998127818107605}]"
Didezta Love,Ok,0.9989097118377686,2021-11-12 13:41:55,4.27.2,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Lucky Aditia,makin bobrok,0.9997734427452087,2021-11-17 17:03:02,4.27.2,"Translated(src=id, dest=en, text=b'more and more dilapidated', pronunciation=b'more and more dilapidated', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997734427452087}]"
Hendro Krisdiyanto,Good,0.9998444318771362,2021-12-01 03:24:37,4.27.2,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Agus Surastiono (Agus surastiono),Top,0.9960929751396179,2021-11-14 03:22:24,4.27.2,"Translated(src=id, dest=en, text=b'Top', pronunciation=b'Top', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9960929751396179}]"
ESTY AISYAH,Baik,0.9986165761947632,2022-04-05 09:15:16,4.27.2,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
Dhivia Rifki,Kesel suruh update aja,0.99960857629776,2022-02-22 11:08:56,4.27.2,"Translated(src=id, dest=en, text=b'I'm annoyed, just tell me to update', pronunciation=b'I'm annoyed, just tell me to update', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.99960857629776}]"
Irfan Mubarak Ahmad,Ya so far so good,0.9998431205749512,2021-12-29 13:45:41,4.27.2,"Translated(src=id, dest=en, text=b'Yeah so far so good', pronunciation=b'Yeah so far so good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998431205749512}]"
Mpadaraziz Aziz,Alhamdulilah ada ny gojek ngebantu sayah berpergian ke mana2 mudah jaya terus gojek,0.999805748462677,2021-11-14 03:03:58,4.27.2,"Translated(src=id, dest=en, text=Thank God, Gojek helps me travel everywhere, it's easy, good luck with Gojek', pronunciation=Thank God, Gojek helps me travel everywhere, it's easy, good luck with Gojek', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999805748462677}]"
ALI Fauzan,Okke,0.6152958869934082,2021-11-16 16:57:49,4.27.2,"Translated(src=id, dest=en, text=b'Okke', pronunciation=b'Okke', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.6152958869934082}]"
Budinarta Dream Big Bike,sangat membantu perjalan dan urusan sy yg lainnya,0.9990063309669495,2021-12-31 06:27:29,4.27.2,"Translated(src=id, dest=en, text=b'very helpful with my travels and other matters', pronunciation=b'very helpful with my travels and other matters', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9990063309669495}]"
Dhimas Saputra,Ok bnaget,0.9997870326042175,2021-11-14 02:49:28,4.27.2,"Translated(src=id, dest=en, text=b'Okay, great', pronunciation=b'Okay, great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997870326042175}]"
Muhammad Taufan,Katanya Aplikasi karya anak bangsa tp harganya mahal gmn mau disupport bagusan Grab dan Shopee Food banyak promo Mohon agar lebih baik lg untuk sementara saya hapus app nya karena jarang digunakan,0.9989845156669617,2021-12-29 13:55:16,4.27.2,"Translated(src=id, dest=en, text=They say the application is created by the nation's children but the price is expensive. How can it be supported? Grab and Shopee Food have lots of promotions. Please make it better. For now, I'm deleting the app because it's rarely used.', pronunciation=They say the application is created by the nation's children but the price is expensive. How can it be supported? Grab and Shopee Food have lots of promotions. Please make it better. For now, I'm deleting the app because it's rarely used.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9989845156669617}]"
Denis Dwi,Ok,0.9989097118377686,2021-12-29 14:03:40,4.27.2,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Tarwan Ahsan,Sangat baik,0.9998596906661987,2022-03-04 13:56:20,4.27.2,"Translated(src=id, dest=en, text=b'Very good', pronunciation=b'Very good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998596906661987}]"
Yuni Rohaeni,Mantapssssss,0.9806522130966187,2022-01-03 09:28:54,4.27.2,"Translated(src=id, dest=en, text=b'Greatsssss', pronunciation=b'Greatsssss', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9806522130966187}]"
Raditya Iskandar,Apk yg sangat amat membantu saya di kala males keluar untuk cari makan dan harga tidak buat kantong jebol,0.9947040677070618,2021-11-16 17:21:18,4.27.2,"Translated(src=id, dest=en, text=b'Apk that really helps me when I'm too lazy to go out to look for food and the price doesn't break the bank', pronunciation=b'Apk that really helps me when I'm too lazy to go out to look for food and the price doesn't break the bank', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9947040677070618}]"
iank suryana,Tambah lama bukan tambah bagus malah tambah rudeut lama2 pada brantem nih cust sama driver sistem kok nge blast kmn aja dasar si rungkad,0.9993312358856201,2021-11-17 17:01:37,4.27.2,"Translated(src=id, dest=en, text=b'The longer it takes is not the better it is, in fact it makes it even more rude for a long time to fight, how come the system driver just blasts every time you rungkad', pronunciation=b'The longer it takes is not the better it is, in fact it makes it even more rude for a long time to fight, how come the system driver just blasts every time you rungkad', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993312358856201}]"
Ujang Rukmana,Mantap,0.9997685551643372,2022-07-04 09:21:52,4.27.2,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Eko Supriyanto,Mantap,0.9997685551643372,2022-03-25 18:21:16,4.27.2,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
wendy qwenk,Good,0.9998444318771362,2021-11-16 17:29:19,4.27.2,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
ben Aja ilang,Bintang yg bicara,0.5545345544815063,2022-03-04 14:15:32,4.27.2,"Translated(src=id, dest=en, text=b'Talking stars', pronunciation=b'Talking stars', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5545345544815063}]"
ale ramelan,Sangat membantu,0.9994805455207825,2021-11-14 01:29:00,4.27.2,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
yedi efriadi,Jaminan saldo kembali jika penipuan zonk saldo saya gak balik2,0.9873377084732056,2021-12-03 15:45:16,4.27.2,"Translated(src=id, dest=en, text=b'Balance return guarantee if zonk fraud doesn't return my balance', pronunciation=b'Balance return guarantee if zonk fraud doesn't return my balance', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9873377084732056}]"
Ibnu Faris,Aktifkan gojek transportation Dan WhatsApp gojek atas nama Agustinho da conceicao,0.9892326593399048,2022-07-08 13:51:09,4.27.2,"Translated(src=id, dest=en, text=b'Activate Gojek transportation and WhatsApp Gojek in the name of Agustinho da conceicao', pronunciation=b'Activate Gojek transportation and WhatsApp Gojek in the name of Agustinho da conceicao', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9892326593399048}]"
cecep ali,Good,0.9998444318771362,2022-02-19 06:13:50,4.27.2,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Bii_ Potter.30,Bagus,0.9998444318771362,2021-11-14 04:35:58,4.27.2,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Sandi Fatih,Kenapa biaya jasa aplikasi tambah mahal ajajadi males pesen pake go food mahal,0.9987601041793823,2021-12-29 12:21:28,4.27.2,"Translated(src=id, dest=en, text=Why do application service fees just get more expensive so I don't feel like ordering using expensive Go Food?, pronunciation=Why do application service fees just get more expensive so I don't feel like ordering using expensive Go Food?, extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9987601041793823}]"
rrnaz,mantabtapi tolonk banyakin vocer go put nya AHAHHA,0.9961110949516296,2022-03-04 03:28:51,4.27.2,"Translated(src=id, dest=en, text=ex but please add more goput vouchers HAHAHA', pronunciation=ex but please add more goput vouchers HAHAHA', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9961110949516296}]"
jj royani,Sangat membantu aktifitas,0.9997957348823547,2021-11-17 23:49:42,4.27.2,"Translated(src=id, dest=en, text=Very helpful activity', pronunciation=Very helpful activity', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997957348823547}]"
yusuf ali sofi,Baik baik saja sampai saat ini,0.9965659976005554,2022-02-04 17:52:35,4.27.2,"Translated(src=id, dest=en, text=b'It's been fine until now', pronunciation=b'It's been fine until now', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9965659976005554}]"
mims cahyadi,Yaa,0.997067391872406,2022-02-21 12:22:40,4.27.2,"Translated(src=id, dest=en, text=b'Yeah', pronunciation=b'Yeah', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.997067391872406}]"
R4hm4d lombok,Ok,0.9989097118377686,2022-03-04 16:45:14,4.27.2,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Ratna Rudy,Gojek mantap cepat dan santun,0.9998290538787842,2022-02-19 04:55:47,4.27.2,"Translated(src=id, dest=en, text=b'Gojek is great, fast and polite', pronunciation=b'Gojek is great, fast and polite', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998290538787842}]"
Tedjo Kusumo,Puas,0.9976662397384644,2022-02-22 12:19:13,4.27.2,"Translated(src=id, dest=en, text=b'Satisfied', pronunciation=b'Satisfied', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9976662397384644}]"
Aaaa Hhhh,Ok,0.9989097118377686,2021-11-14 05:12:39,4.27.2,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Sumarni Nainggolan,gk bisa gabung voucher,0.9987713694572449,2022-11-14 00:04:37,4.27.2,"Translated(src=id, dest=en, text=can't join voucher', pronunciation=can't join voucher', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9987713694572449}]"
Faustus Frederico,Terbaik,0.9991961121559143,2021-11-17 23:12:08,4.27.2,"Translated(src=id, dest=en, text=b'Best', pronunciation=b'Best', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991961121559143}]"
yola cipta,Gojek sekarang buruk sebagai pemakai biaya layanan untuk customer lumayan yaa 3k tapi oke lahh g masalah sbg customer tapi ternyata pihak driver pun juga dimintai biaya layanan dong selain potongan 20 dr tarif ongkir masih dibebankan biaya layanan yaa Dulu sy merchant gojek tp udh stop parah ya kalian begitu tau dr sisi driver ,0.9975704550743103,2021-12-29 11:14:31,4.27.2,"Translated(src=id, dest=en, text=b'Gojek is now bad as a user, the service fee for customers is not bad, it's 3k, but it's okay, no problem as a customer, but it turns out that the driver is also asked for a service fee, apart from the 20% deduction from the postage rate, the service fee is still charged. I used to be a Gojek merchant but it has stopped, it's really bad. Yes, you really know from the driver's side., pronunciation=[[]], extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9975704550743103}]"
Izza Azoo,kalo di buat transaksi sering keblokir,0.999431312084198,2022-02-02 07:51:30,4.27.2,"Translated(src=id, dest=en, text=If you make a transaction, it's often blocked', pronunciation=If you make a transaction, it's often blocked', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.999431312084198}]"
